Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1872,Kenya,Australia,Australia,5 wickets,Nairobi (Gym),"Sep 5, 2002"
ODI # 1873,Australia,Pakistan,no result,,Nairobi (Gym),"Sep 7, 2002"
ODI # 1874,Sri Lanka,Pakistan,Sri Lanka,8 wickets,Colombo (RPS),"Sep 12, 2002"
ODI # 1875,South Africa,West Indies,South Africa,2 wickets,Colombo (SSC),"Sep 13, 2002"
ODI # 1876,India,Zimbabwe,India,14 runs,Colombo (RPS),"Sep 14, 2002"
ODI # 1877,Australia,New Zealand,Australia,164 runs,Colombo (SSC),"Sep 15, 2002"
ODI # 1878,Sri Lanka,Netherlands,Sri Lanka,206 runs,Colombo (RPS),"Sep 16, 2002"
ODI # 1879,Kenya,West Indies,West Indies,29 runs,Colombo (SSC),"Sep 17, 2002"
ODI # 1880,England,Zimbabwe,England,108 runs,Colombo (RPS),"Sep 18, 2002"
ODI # 1881,Australia,Bangladesh,Australia,9 wickets,Colombo (SSC),"Sep 19, 2002"
ODI # 1882,Kenya,South Africa,South Africa,176 runs,Colombo (RPS),"Sep 20, 2002"
ODI # 1883,Netherlands,Pakistan,Pakistan,9 wickets,Colombo (SSC),"Sep 21, 2002"
ODI # 1884,England,India,India,8 wickets,Colombo (RPS),"Sep 22, 2002"
ODI # 1885,Bangladesh,New Zealand,New Zealand,167 runs,Colombo (SSC),"Sep 23, 2002"
ODI # 1886,India,South Africa,India,10 runs,Colombo (RPS),"Sep 25, 2002"
ODI # 1887,Sri Lanka,Australia,Sri Lanka,7 wickets,Colombo (RPS),"Sep 27, 2002"
ODI # 1888,Sri Lanka,India,no result,,Colombo (RPS),"Sep 29, 2002"
ODI # 1889,Sri Lanka,India,no result,,Colombo (RPS),"Sep 30, 2002"
ODI # 1890,South Africa,Bangladesh,South Africa,168 runs,Potchefstroom,"Oct 3, 2002"
ODI # 1891,South Africa,Bangladesh,South Africa,10 wickets,Benoni,"Oct 6, 2002"
ODI # 1892,South Africa,Bangladesh,South Africa,7 wickets,Kimberley,"Oct 9, 2002"
ODI # 1893,India,West Indies,West Indies,4 wickets,Jamshedpur,"Nov 6, 2002"
ODI # 1894,India,West Indies,West Indies,7 wickets,Nagpur,"Nov 9, 2002"
ODI # 1895,India,West Indies,India,81 runs,Rajkot,"Nov 12, 2002"
ODI # 1896,India,West Indies,India,5 wickets,Ahmedabad,"Nov 15, 2002"
ODI # 1897,India,West Indies,West Indies,5 wickets,Vadodara,"Nov 18, 2002"
ODI # 1898,India,West Indies,India,3 wickets,Jodhpur,"Nov 21, 2002"
ODI # 1899,Zimbabwe,Pakistan,Pakistan,7 runs,Bulawayo,"Nov 23, 2002"
ODI # 1900,India,West Indies,West Indies,135 runs,Vijayawada,"Nov 24, 2002"
ODI # 1901,Zimbabwe,Pakistan,Pakistan,104 runs,Bulawayo,"Nov 24, 2002"
ODI # 1902,Zimbabwe,Pakistan,Pakistan,48 runs,Harare,"Nov 27, 2002"
ODI # 1903,South Africa,Sri Lanka,South Africa,6 wickets,Johannesburg,"Nov 27, 2002"
ODI # 1904,Bangladesh,West Indies,no result,,Chittagong,"Nov 29, 2002"
ODI # 1905,South Africa,Sri Lanka,South Africa,177 runs,Centurion,"Nov 29, 2002"
ODI # 1906,Zimbabwe,Pakistan,Pakistan,8 wickets,Harare,"Nov 30, 2002"
ODI # 1907,Zimbabwe,Pakistan,Pakistan,70 runs,Harare,"Dec 1, 2002"
ODI # 1908,South Africa,Sri Lanka,Sri Lanka,7 wickets,Benoni,"Dec 1, 2002"
ODI # 1909,Bangladesh,West Indies,West Indies,84 runs,Dhaka,"Dec 2, 2002"
ODI # 1910,Bangladesh,West Indies,West Indies,86 runs,Dhaka,"Dec 3, 2002"
ODI # 1911,South Africa,Sri Lanka,South Africa,8 wickets,Kimberley,"Dec 4, 2002"
ODI # 1912,South Africa,Sri Lanka,South Africa,6 wickets,Bloemfontein,"Dec 6, 2002"
ODI # 1913,Zimbabwe,Kenya,no result,,Harare,"Dec 8, 2002"
ODI # 1914,South Africa,Pakistan,South Africa,132 runs,Durban,"Dec 8, 2002"
ODI # 1915,Zimbabwe,Kenya,Zimbabwe,47 runs,Kwekwe,"Dec 11, 2002"
ODI # 1916,South Africa,Pakistan,Pakistan,182 runs,Port Elizabeth,"Dec 11, 2002"
ODI # 1917,Australia,England,Australia,7 wickets,Sydney,"Dec 13, 2002"
ODI # 1918,South Africa,Pakistan,South Africa,62 runs,East London,"Dec 13, 2002"
ODI # 1919,Australia,England,Australia,89 runs,Melbourne,"Dec 15, 2002"
ODI # 1920,Zimbabwe,Kenya,Zimbabwe,9 wickets,Bulawayo,"Dec 15, 2002"
ODI # 1921,South Africa,Pakistan,South Africa,9 wickets,Paarl,"Dec 16, 2002"
ODI # 1922,England,Sri Lanka,England,43 runs,Brisbane,"Dec 17, 2002"
ODI # 1923,South Africa,Pakistan,South Africa,34 runs,Cape Town,"Dec 18, 2002"
ODI # 1924,England,Sri Lanka,England,95 runs,Perth,"Dec 20, 2002"
ODI # 1925,Australia,Sri Lanka,Australia,142 runs,Perth,"Dec 22, 2002"
ODI # 1926,New Zealand,India,New Zealand,3 wickets,Auckland,"Dec 26, 2002"
ODI # 1927,New Zealand,India,New Zealand,35 runs,Napier,"Dec 29, 2002"
ODI # 1928,New Zealand,India,New Zealand,5 wickets,Christchurch,"Jan 1, 2003"
ODI # 1929,New Zealand,India,New Zealand,7 wickets,Queenstown,"Jan 4, 2003"
ODI # 1930,New Zealand,India,India,2 wickets,Wellington,"Jan 8, 2003"
ODI # 1931,Australia,Sri Lanka,Sri Lanka,79 runs,Sydney,"Jan 9, 2003"
ODI # 1932,Australia,England,Australia,7 runs,Hobart,"Jan 11, 2003"
ODI # 1933,New Zealand,India,India,1 wicket,Auckland,"Jan 11, 2003"
ODI # 1934,England,Sri Lanka,Sri Lanka,31 runs,Sydney,"Jan 13, 2003"
ODI # 1935,New Zealand,India,New Zealand,6 wickets,Hamilton,"Jan 14, 2003"
ODI # 1936,Australia,Sri Lanka,Australia,4 wickets,Brisbane,"Jan 15, 2003"
ODI # 1937,England,Sri Lanka,England,19 runs,Adelaide,"Jan 17, 2003"
ODI # 1938,Australia,England,Australia,4 wickets,Adelaide,"Jan 19, 2003"
ODI # 1939,Australia,Sri Lanka,Australia,9 wickets,Melbourne,"Jan 21, 2003"
ODI # 1940,Australia,England,Australia,10 wickets,Sydney,"Jan 23, 2003"
ODI # 1941,Australia,England,Australia,5 runs,Melbourne,"Jan 25, 2003"
ODI # 1942,South Africa,West Indies,West Indies,3 runs,Cape Town,"Feb 9, 2003"
ODI # 1943,Zimbabwe,Namibia,Zimbabwe,86 runs,Harare,"Feb 10, 2003"
ODI # 1944,New Zealand,Sri Lanka,Sri Lanka,47 runs,Bloemfontein,"Feb 10, 2003"
ODI # 1945,Australia,Pakistan,Australia,82 runs,Johannesburg,"Feb 11, 2003"
ODI # 1946,Bangladesh,Canada,Canada,60 runs,Durban,"Feb 11, 2003"
ODI # 1947,South Africa,Kenya,South Africa,10 wickets,Potchefstroom,"Feb 12, 2003"
ODI # 1948,India,Netherlands,India,68 runs,Paarl,"Feb 12, 2003"
ODI # 1949,New Zealand,West Indies,New Zealand,20 runs,Port Elizabeth,"Feb 13, 2003"
ODI # 1950,Bangladesh,Sri Lanka,Sri Lanka,10 wickets,Pietermaritzburg,"Feb 14, 2003"
ODI # 1951,Australia,India,Australia,9 wickets,Centurion,"Feb 15, 2003"
ODI # 1952,Canada,Kenya,Kenya,4 wickets,Cape Town,"Feb 15, 2003"
ODI # 1953,England,Netherlands,England,6 wickets,East London,"Feb 16, 2003"
ODI # 1954,Namibia,Pakistan,Pakistan,171 runs,Kimberley,"Feb 16, 2003"
ODI # 1955,South Africa,New Zealand,New Zealand,9 wickets,Johannesburg,"Feb 16, 2003"
ODI # 1956,Bangladesh,West Indies,no result,,Benoni,"Feb 18, 2003"
ODI # 1957,Zimbabwe,India,India,83 runs,Harare,"Feb 19, 2003"
ODI # 1958,Canada,Sri Lanka,Sri Lanka,9 wickets,Paarl,"Feb 19, 2003"
ODI # 1959,England,Namibia,England,55 runs,Port Elizabeth,"Feb 19, 2003"
ODI # 1960,Australia,Netherlands,Australia,75 runs,Potchefstroom,"Feb 20, 2003"
ODI # 1961,South Africa,Bangladesh,South Africa,10 wickets,Bloemfontein,"Feb 22, 2003"
ODI # 1962,England,Pakistan,England,112 runs,Cape Town,"Feb 22, 2003"
ODI # 1963,Canada,West Indies,West Indies,7 wickets,Centurion,"Feb 23, 2003"
ODI # 1964,India,Namibia,India,181 runs,Pietermaritzburg,"Feb 23, 2003"
ODI # 1965,Kenya,Sri Lanka,Kenya,53 runs,Nairobi (Gym),"Feb 24, 2003"
ODI # 1966,Zimbabwe,Australia,Australia,7 wickets,Bulawayo,"Feb 24, 2003"
ODI # 1967,Netherlands,Pakistan,Pakistan,97 runs,Paarl,"Feb 25, 2003"
ODI # 1968,Bangladesh,New Zealand,New Zealand,7 wickets,Kimberley,"Feb 26, 2003"
ODI # 1969,England,India,India,82 runs,Durban,"Feb 26, 2003"
ODI # 1970,Australia,Namibia,Australia,256 runs,Potchefstroom,"Feb 27, 2003"
ODI # 1971,South Africa,Canada,South Africa,118 runs,East London,"Feb 27, 2003"
ODI # 1972,Zimbabwe,Netherlands,Zimbabwe,99 runs,Bulawayo,"Feb 28, 2003"
ODI # 1973,Sri Lanka,West Indies,Sri Lanka,6 runs,Cape Town,"Feb 28, 2003"
ODI # 1974,Bangladesh,Kenya,Kenya,32 runs,Johannesburg,"Mar 1, 2003"
ODI # 1975,India,Pakistan,India,6 wickets,Centurion,"Mar 1, 2003"
ODI # 1976,Australia,England,Australia,2 wickets,Port Elizabeth,"Mar 2, 2003"
ODI # 1977,Canada,New Zealand,New Zealand,5 wickets,Benoni,"Mar 3, 2003"
ODI # 1978,Namibia,Netherlands,Netherlands,64 runs,Bloemfontein,"Mar 3, 2003"
ODI # 1979,South Africa,Sri Lanka,tied,,Durban,"Mar 3, 2003"
ODI # 1980,Zimbabwe,Pakistan,no result,,Bulawayo,"Mar 4, 2003"
ODI # 1981,Kenya,West Indies,West Indies,142 runs,Kimberley,"Mar 4, 2003"
ODI # 1982,Australia,Sri Lanka,Australia,96 runs,Centurion,"Mar 7, 2003"
ODI # 1983,India,Kenya,India,6 wickets,Cape Town,"Mar 7, 2003"
ODI # 1984,New Zealand,Zimbabwe,New Zealand,6 wickets,Bloemfontein,"Mar 8, 2003"
ODI # 1985,India,Sri Lanka,India,183 runs,Johannesburg,"Mar 10, 2003"
ODI # 1986,Australia,New Zealand,Australia,96 runs,Port Elizabeth,"Mar 11, 2003"
ODI # 1987,Kenya,Zimbabwe,Kenya,7 wickets,Bloemfontein,"Mar 12, 2003"
ODI # 1988,India,New Zealand,India,7 wickets,Centurion,"Mar 14, 2003"
ODI # 1989,Sri Lanka,Zimbabwe,Sri Lanka,74 runs,East London,"Mar 15, 2003"
ODI # 1990,Australia,Kenya,Australia,5 wickets,Durban,"Mar 15, 2003"
ODI # 1991,Australia,Sri Lanka,Australia,48 runs,Port Elizabeth,"Mar 18, 2003"
ODI # 1992,India,Kenya,India,91 runs,Durban,"Mar 20, 2003"
ODI # 1993,Australia,India,Australia,125 runs,Johannesburg,"Mar 23, 2003"
ODI # 1994,Pakistan,Zimbabwe,Pakistan,68 runs,Sharjah,"Apr 3, 2003"
ODI # 1995,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Apr 4, 2003"
ODI # 1996,Kenya,Zimbabwe,Zimbabwe,5 wickets,Sharjah,"Apr 5, 2003"
ODI # 1997,Kenya,Sri Lanka,Sri Lanka,129 runs,Sharjah,"Apr 6, 2003"
ODI # 1998,Sri Lanka,Zimbabwe,Zimbabwe,4 wickets,Sharjah,"Apr 7, 2003"
ODI # 1999,Kenya,Pakistan,Pakistan,143 runs,Sharjah,"Apr 8, 2003"
ODI # 2000,Pakistan,Zimbabwe,Pakistan,8 wickets,Sharjah,"Apr 10, 2003"
ODI # 2001,Bangladesh,India,India,200 runs,Dhaka,"Apr 11, 2003"
ODI # 2002,India,South Africa,India,153 runs,Dhaka,"Apr 13, 2003"
ODI # 2003,Bangladesh,South Africa,South Africa,83 runs,Dhaka,"Apr 14, 2003"
ODI # 2004,Bangladesh,India,India,4 wickets,Dhaka,"Apr 16, 2003"
ODI # 2005,Bangladesh,South Africa,South Africa,93 runs,Dhaka,"Apr 17, 2003"
ODI # 2006,India,South Africa,South Africa,5 wickets,Dhaka,"Apr 18, 2003"
ODI # 2007,India,South Africa,no result,,Dhaka,"Apr 21, 2003"
ODI # 2008,Sri Lanka,Pakistan,Pakistan,79 runs,Dambulla,"May 10, 2003"
ODI # 2009,New Zealand,Pakistan,New Zealand,7 wickets,Dambulla,"May 11, 2003"
ODI # 2010,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Dambulla,"May 13, 2003"
ODI # 2011,West Indies,Australia,Australia,2 runs,Kingston,"May 17, 2003"
ODI # 2012,Sri Lanka,Pakistan,Sri Lanka,12 runs,Dambulla,"May 18, 2003"
ODI # 2013,West Indies,Australia,Australia,8 wickets,Kingston,"May 18, 2003"
ODI # 2014,Sri Lanka,New Zealand,New Zealand,9 runs,Dambulla,"May 19, 2003"
ODI # 2015,New Zealand,Pakistan,Pakistan,22 runs,Dambulla,"May 20, 2003"
ODI # 2016,West Indies,Australia,Australia,25 runs,Gros Islet,"May 21, 2003"
ODI # 2017,New Zealand,Pakistan,New Zealand,4 wickets,Dambulla,"May 23, 2003"
ODI # 2018,West Indies,Australia,Australia,67 runs,Port of Spain,"May 24, 2003"
ODI # 2019,West Indies,Australia,West Indies,39 runs,Port of Spain,"May 25, 2003"
ODI # 2020,West Indies,Australia,West Indies,3 wickets,St George's,"May 30, 2003"
ODI # 2021,West Indies,Australia,West Indies,9 wickets,St George's,"Jun 1, 2003"
ODI # 2022,West Indies,Sri Lanka,Sri Lanka,55 runs,Bridgetown,"Jun 7, 2003"
ODI # 2023,West Indies,Sri Lanka,Sri Lanka,4 wickets,Bridgetown,"Jun 8, 2003"
ODI # 2024,West Indies,Sri Lanka,West Indies,6 wickets,Kingstown,"Jun 11, 2003"
ODI # 2025,England,Pakistan,Pakistan,2 wickets,Manchester,"Jun 17, 2003"
ODI # 2026,England,Pakistan,England,7 wickets,The Oval,"Jun 20, 2003"
ODI # 2027,England,Pakistan,England,4 wickets,Lord's,"Jun 22, 2003"
ODI # 2028,England,Zimbabwe,Zimbabwe,4 wickets,Nottingham,"Jun 26, 2003"
ODI # 2029,England,South Africa,England,6 wickets,The Oval,"Jun 28, 2003"
ODI # 2030,South Africa,Zimbabwe,South Africa,46 runs,Canterbury,"Jun 29, 2003"
ODI # 2031,England,Zimbabwe,no result,,Leeds,"Jul 1, 2003"
ODI # 2032,England,South Africa,South Africa,7 wickets,Manchester,"Jul 3, 2003"
ODI # 2033,South Africa,Zimbabwe,South Africa,9 wickets,Cardiff,"Jul 5, 2003"
ODI # 2034,England,Zimbabwe,England,6 wickets,Bristol,"Jul 6, 2003"
ODI # 2035,England,South Africa,England,4 wickets,Birmingham,"Jul 8, 2003"
ODI # 2036,South Africa,Zimbabwe,South Africa,7 wickets,Southampton,"Jul 10, 2003"
ODI # 2037,England,South Africa,England,7 wickets,Lord's,"Jul 12, 2003"
ODI # 2038,Australia,Bangladesh,Australia,8 wickets,Cairns,"Aug 2, 2003"
ODI # 2039,Australia,Bangladesh,Australia,9 wickets,Cairns,"Aug 3, 2003"
ODI # 2040,Australia,Bangladesh,Australia,112 runs,Darwin,"Aug 6, 2003"
ODI # 2041,Pakistan,Bangladesh,Pakistan,137 runs,Multan,"Sep 9, 2003"
ODI # 2042,Pakistan,Bangladesh,Pakistan,74 runs,Faisalabad,"Sep 12, 2003"
ODI # 2043,Pakistan,Bangladesh,Pakistan,42 runs,Lahore,"Sep 15, 2003"
ODI # 2044,Pakistan,Bangladesh,Pakistan,5 wickets,Rawalpindi,"Sep 18, 2003"
ODI # 2045,Pakistan,Bangladesh,Pakistan,58 runs,Karachi,"Sep 21, 2003"
ODI # 2046,Pakistan,South Africa,Pakistan,8 runs,Lahore,"Oct 3, 2003"
ODI # 2047,Pakistan,South Africa,Pakistan,42 runs,Lahore,"Oct 5, 2003"
ODI # 2048,Pakistan,South Africa,South Africa,13 runs,Faisalabad,"Oct 7, 2003"
ODI # 2049,Pakistan,South Africa,South Africa,6 wickets,Rawalpindi,"Oct 10, 2003"
ODI # 2050,Pakistan,South Africa,South Africa,7 wickets,Rawalpindi,"Oct 12, 2003"
ODI # 2051,India,New Zealand,no result,,Chennai,"Oct 23, 2003"
ODI # 2052,India,Australia,India,37 runs,Gwalior,"Oct 26, 2003"
ODI # 2053,Australia,New Zealand,Australia,8 wickets,Faridabad,"Oct 29, 2003"
ODI # 2054,India,Australia,Australia,77 runs,Mumbai,"Nov 1, 2003"
ODI # 2055,Australia,New Zealand,Australia,2 wickets,Pune,"Nov 3, 2003"
ODI # 2056,India,New Zealand,New Zealand,4 wickets,Cuttack,"Nov 6, 2003"
ODI # 2057,Bangladesh,England,England,7 wickets,Chittagong,"Nov 7, 2003"
ODI # 2058,Australia,New Zealand,Australia,44 runs,Guwahati,"Nov 9, 2003"
ODI # 2059,Bangladesh,England,England,7 wickets,Dhaka,"Nov 10, 2003"
ODI # 2060,Bangladesh,England,England,7 wickets,Dhaka,"Nov 12, 2003"
ODI # 2061,India,Australia,Australia,61 runs,Bengaluru,"Nov 12, 2003"
ODI # 2062,India,New Zealand,India,145 runs,Hyderabad (Deccan),"Nov 15, 2003"
ODI # 2063,Sri Lanka,England,Sri Lanka,10 wickets,Dambulla,"Nov 18, 2003"
ODI # 2064,India,Australia,Australia,37 runs,Kolkata,"Nov 18, 2003"
ODI # 2065,Zimbabwe,West Indies,West Indies,51 runs,Bulawayo,"Nov 22, 2003"
ODI # 2066,Zimbabwe,West Indies,Zimbabwe,6 wickets,Bulawayo,"Nov 23, 2003"
ODI # 2067,Zimbabwe,West Indies,Zimbabwe,21 runs,Harare,"Nov 26, 2003"
ODI # 2069,Zimbabwe,West Indies,West Indies,72 runs,Harare,"Nov 29, 2003"
ODI # 2068,Pakistan,New Zealand,Pakistan,3 wickets,Lahore,"Nov 29, 2003"
ODI # 2070,Zimbabwe,West Indies,West Indies,8 wickets,Harare,"Nov 30, 2003"
ODI # 2071,Pakistan,New Zealand,Pakistan,124 runs,Lahore,"Dec 1, 2003"
ODI # 2072,Pakistan,New Zealand,Pakistan,51 runs,Faisalabad,"Dec 3, 2003"
ODI # 2073,Pakistan,New Zealand,Pakistan,7 wickets,Rawalpindi,"Dec 5, 2003"
ODI # 2074,Pakistan,New Zealand,Pakistan,49 runs,Rawalpindi,"Dec 7, 2003"
ODI # 2075,New Zealand,Pakistan,New Zealand,4 wickets,Auckland,"Jan 3, 2004"
ODI # 2076,New Zealand,Pakistan,Pakistan,6 wickets,Queenstown,"Jan 7, 2004"
ODI # 2077,Australia,India,Australia,18 runs,Melbourne,"Jan 9, 2004"
ODI # 2078,New Zealand,Pakistan,New Zealand,7 wickets,Christchurch,"Jan 10, 2004"
ODI # 2079,Australia,Zimbabwe,Australia,99 runs,Sydney,"Jan 11, 2004"
ODI # 2081,New Zealand,Pakistan,New Zealand,8 wickets,Napier,"Jan 14, 2004"
ODI # 2080,India,Zimbabwe,India,7 wickets,Hobart,"Jan 14, 2004"
ODI # 2082,Australia,Zimbabwe,Australia,148 runs,Hobart,"Jan 16, 2004"
ODI # 2083,New Zealand,Pakistan,New Zealand,4 runs,Wellington,"Jan 17, 2004"
ODI # 2084,Australia,India,India,19 runs,Brisbane,"Jan 18, 2004"
ODI # 2085,India,Zimbabwe,India,24 runs,Brisbane,"Jan 20, 2004"
ODI # 2086,Australia,India,Australia,2 wickets,Sydney,"Jan 22, 2004"
ODI # 2087,India,Zimbabwe,India,3 runs,Adelaide,"Jan 24, 2004"
ODI # 2088,South Africa,West Indies,South Africa,209 runs,Cape Town,"Jan 25, 2004"
ODI # 2089,Australia,Zimbabwe,Australia,13 runs,Adelaide,"Jan 26, 2004"
ODI # 2090,South Africa,West Indies,South Africa,16 runs,Port Elizabeth,"Jan 28, 2004"
ODI # 2091,Australia,Zimbabwe,no result,,Melbourne,"Jan 29, 2004"
ODI # 2092,South Africa,West Indies,no result,,Durban,"Jan 30, 2004"
ODI # 2093,Australia,India,Australia,5 wickets,Perth,"Feb 1, 2004"
ODI # 2094,South Africa,West Indies,West Indies,7 wickets,Centurion,"Feb 1, 2004"
ODI # 2095,India,Zimbabwe,India,4 wickets,Perth,"Feb 3, 2004"
ODI # 2096,South Africa,West Indies,South Africa,4 wickets,Johannesburg,"Feb 4, 2004"
ODI # 2097,Australia,India,Australia,7 wickets,Melbourne,"Feb 6, 2004"
ODI # 2098,Australia,India,Australia,208 runs,Sydney,"Feb 8, 2004"
ODI # 2099,New Zealand,South Africa,South Africa,5 wickets,Auckland,"Feb 13, 2004"
ODI # 2100,New Zealand,South Africa,New Zealand,5 wickets,Christchurch,"Feb 17, 2004"
ODI # 2101,New Zealand,South Africa,New Zealand,5 runs,Wellington,"Feb 20, 2004"
ODI # 2102,Sri Lanka,Australia,Australia,84 runs,Dambulla,"Feb 20, 2004"
ODI # 2103,Sri Lanka,Australia,Sri Lanka,1 run,Dambulla,"Feb 22, 2004"
ODI # 2104,New Zealand,South Africa,New Zealand,6 wickets,Dunedin,"Feb 25, 2004"
ODI # 2105,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS),"Feb 25, 2004"
ODI # 2106,Sri Lanka,Australia,Australia,40 runs,Colombo (RPS),"Feb 27, 2004"
ODI # 2107,New Zealand,South Africa,New Zealand,2 runs,Auckland,"Feb 29, 2004"
ODI # 2108,Sri Lanka,Australia,Sri Lanka,3 wickets,Colombo (SSC),"Feb 29, 2004"
ODI # 2109,New Zealand,South Africa,New Zealand,5 wickets,Napier,"Mar 2, 2004"
ODI # 2110,Zimbabwe,Bangladesh,Bangladesh,8 runs,Harare,"Mar 10, 2004"
ODI # 2111,Zimbabwe,Bangladesh,Zimbabwe,14 runs,Harare,"Mar 12, 2004"
ODI # 2112,Pakistan,India,India,5 runs,Karachi,"Mar 13, 2004"
ODI # 2113,Zimbabwe,Bangladesh,Zimbabwe,3 wickets,Harare,"Mar 14, 2004"
ODI # 2114,Pakistan,India,Pakistan,12 runs,Rawalpindi,"Mar 16, 2004"
ODI # 2115,Pakistan,India,Pakistan,4 wickets,Peshawar,"Mar 19, 2004"
ODI # 2116,Pakistan,India,India,5 wickets,Lahore,"Mar 21, 2004"
ODI # 2117,Pakistan,India,India,40 runs,Lahore,"Mar 24, 2004"
ODI # 2118,West Indies,England,England,2 wickets,Georgetown,"Apr 18, 2004"
ODI # 2119,Zimbabwe,Sri Lanka,Sri Lanka,12 runs,Bulawayo,"Apr 20, 2004"
ODI # 2120,Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Bulawayo,"Apr 22, 2004"
ODI # 2121,West Indies,England,no result,,Port of Spain,"Apr 24, 2004"
ODI # 2122,Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Harare,"Apr 25, 2004"
ODI # 2123,Zimbabwe,Sri Lanka,Sri Lanka,72 runs,Harare,"Apr 27, 2004"
ODI # 2124,Zimbabwe,Sri Lanka,Sri Lanka,25 runs,Harare,"Apr 29, 2004"
ODI # 2125,West Indies,England,West Indies,5 wickets,Gros Islet,"May 1, 2004"
ODI # 2126,West Indies,England,West Indies,4 wickets,Gros Islet,"May 2, 2004"
ODI # 2127,West Indies,England,England,5 wickets,Bridgetown,"May 5, 2004"
ODI # 2128,West Indies,Bangladesh,West Indies,1 wicket,Kingstown,"May 15, 2004"
ODI # 2129,West Indies,Bangladesh,West Indies,23 runs,Kingstown,"May 16, 2004"
ODI # 2130,West Indies,Bangladesh,West Indies,7 wickets,St George's,"May 19, 2004"
ODI # 2131,Zimbabwe,Australia,Australia,7 wickets,Harare,"May 25, 2004"
ODI # 2132,Zimbabwe,Australia,Australia,139 runs,Harare,"May 27, 2004"
ODI # 2133,Zimbabwe,Australia,Australia,8 wickets,Harare,"May 29, 2004"
ODI # 2134,New Zealand,West Indies,no result,,Birmingham,"Jun 26, 2004"
ODI # 2135,England,West Indies,West Indies,7 wickets,Nottingham,"Jun 27, 2004"
ODI # 2136,England,New Zealand,New Zealand,7 wickets,Chester-le-Street,"Jun 29, 2004"
ODI # 2137,England,West Indies,England,7 wickets,Leeds,"Jul 1, 2004"
ODI # 2138,New Zealand,West Indies,New Zealand,5 wickets,Cardiff,"Jul 3, 2004"
ODI # 2139,England,New Zealand,New Zealand,6 wickets,Bristol,"Jul 4, 2004"
ODI # 2140,England,West Indies,West Indies,7 wickets,Lord's,"Jul 6, 2004"
ODI # 2141,New Zealand,West Indies,no result,,Southampton,"Jul 8, 2004"
ODI # 2142,New Zealand,West Indies,New Zealand,107 runs,Lord's,"Jul 10, 2004"
ODI # 2143,Bangladesh,Hong Kong,Bangladesh,116 runs,Colombo (SSC),"Jul 16, 2004"
ODI # 2144,India,U.A.E.,India,116 runs,Dambulla,"Jul 16, 2004"
ODI # 2145,Bangladesh,Pakistan,Pakistan,76 runs,Colombo (SSC),"Jul 17, 2004"
ODI # 2146,Sri Lanka,U.A.E.,Sri Lanka,116 runs,Dambulla,"Jul 17, 2004"
ODI # 2147,Hong Kong,Pakistan,Pakistan,173 runs,Colombo (SSC),"Jul 18, 2004"
ODI # 2148,Sri Lanka,India,Sri Lanka,12 runs,Dambulla,"Jul 18, 2004"
ODI # 2149,Bangladesh,India,India,8 wickets,Colombo (SSC),"Jul 21, 2004"
ODI # 2150,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Colombo (RPS),"Jul 21, 2004"
ODI # 2151,Sri Lanka,Bangladesh,Sri Lanka,10 wickets,Colombo (RPS),"Jul 23, 2004"
ODI # 2152,India,Pakistan,Pakistan,59 runs,Colombo (RPS),"Jul 25, 2004"
ODI # 2153,Sri Lanka,India,India,4 runs,Colombo (RPS),"Jul 27, 2004"
ODI # 2154,Bangladesh,Pakistan,Pakistan,6 wickets,Colombo (RPS),"Jul 29, 2004"
ODI # 2155,Sri Lanka,India,Sri Lanka,25 runs,Colombo (RPS),"Aug 1, 2004"
ODI # 2156,Sri Lanka,South Africa,Sri Lanka,3 wickets,Colombo (RPS),"Aug 20, 2004"
ODI # 2157,India,Pakistan,Pakistan,66 runs,Amstelveen,"Aug 21, 2004"
ODI # 2158,Sri Lanka,South Africa,Sri Lanka,37 runs,Colombo (RPS),"Aug 22, 2004"
ODI # 2159,Australia,India,no result,,Amstelveen,"Aug 23, 2004"
ODI # 2160,Sri Lanka,South Africa,Sri Lanka,4 wickets,Dambulla,"Aug 25, 2004"
ODI # 2161,Sri Lanka,South Africa,Sri Lanka,7 wickets,Dambulla,"Aug 28, 2004"
ODI # 2162,Australia,Pakistan,Australia,17 runs,Amstelveen,"Aug 28, 2004"
ODI # 2163,Sri Lanka,South Africa,Sri Lanka,49 runs,Colombo (SSC),"Aug 31, 2004"
ODI # 2164,England,India,England,7 wickets,Nottingham,"Sep 1, 2004"
ODI # 2165,England,India,England,70 runs,The Oval,"Sep 3, 2004"
ODI # 2166,Australia,Pakistan,Australia,10 runs,Lord's,"Sep 4, 2004"
ODI # 2167,England,India,India,23 runs,Lord's,"Sep 5, 2004"
ODI # 2168,England,Zimbabwe,England,152 runs,Birmingham,"Sep 10-11, 2004"
ODI # 2169,New Zealand,U.S.A.,New Zealand,210 runs,The Oval,"Sep 10, 2004"
ODI # 2170,India,Kenya,India,98 runs,Southampton,"Sep 11, 2004"
